hsa.let.7a.1,hsa.let.7a.2,hsa.let.7a.3,hsa.let.7b,hsa.let.7c,hsa.let.7d,hsa.let.7e,hsa.let.7f.1,hsa.let.7f.2,hsa.let.7g,hsa.let.7i,hsa.mir.100,hsa.mir.101.1,hsa.mir.101.2,hsa.mir.103a.1,hsa.mir.103a.2,hsa.mir.106a,hsa.mir.106b,hsa.mir.107,hsa.mir.10a,hsa.mir.10b,hsa.mir.1180,hsa.mir.122,hsa.mir.1247,hsa.mir.125a,hsa.mir.125b.1,hsa.mir.125b.2,hsa.mir.126,hsa.mir.1266,hsa.mir.1269a,hsa.mir.127,hsa.mir.128.1,hsa.mir.128.2,hsa.mir.1287,hsa.mir.1295b,hsa.mir.1296,hsa.mir.1301,hsa.mir.1306,hsa.mir.1307,hsa.mir.130a,hsa.mir.130b,hsa.mir.132,hsa.mir.134,hsa.mir.136,hsa.mir.139,hsa.mir.140,hsa.mir.141,hsa.mir.142,hsa.mir.143,hsa.mir.144,hsa.mir.145,hsa.mir.1468,hsa.mir.146a,hsa.mir.146b,hsa.mir.148a,hsa.mir.148b,hsa.mir.149,hsa.mir.150,hsa.mir.151a,hsa.mir.152,hsa.mir.153.2,hsa.mir.154,hsa.mir.155,hsa.mir.15a,hsa.mir.15b,hsa.mir.16.1,hsa.mir.16.2,hsa.mir.17,hsa.mir.181a.1,hsa.mir.181a.2,hsa.mir.181b.1,hsa.mir.181b.2,hsa.mir.181c,hsa.mir.181d,hsa.mir.182,hsa.mir.183,hsa.mir.185,hsa.mir.186,hsa.mir.188,hsa.mir.18a,hsa.mir.191,hsa.mir.192,hsa.mir.193a,hsa.mir.193b,hsa.mir.194.1,hsa.mir.194.2,hsa.mir.195,hsa.mir.196b,hsa.mir.197,hsa.mir.1976,hsa.mir.199a.1,hsa.mir.199a.2,hsa.mir.199b,hsa.mir.19a,hsa.mir.19b.1,hsa.mir.19b.2,hsa.mir.200a,hsa.mir.200b,hsa.mir.200c,hsa.mir.203a,hsa.mir.204,hsa.mir.20a,hsa.mir.20b,hsa.mir.21,hsa.mir.210,hsa.mir.214,hsa.mir.215,hsa.mir.216a,hsa.mir.216b,hsa.mir.217,hsa.mir.218.1,hsa.mir.218.2,hsa.mir.219a.1,hsa.mir.22,hsa.mir.221,hsa.mir.222,hsa.mir.223,hsa.mir.224,hsa.mir.2355,hsa.mir.23a,hsa.mir.23b,hsa.mir.24.1,hsa.mir.24.2,hsa.mir.25,hsa.mir.26a.1,hsa.mir.26a.2,hsa.mir.26b,hsa.mir.27a,hsa.mir.27b,hsa.mir.28,hsa.mir.29a,hsa.mir.29b.1,hsa.mir.29b.2,hsa.mir.29c,hsa.mir.301a,hsa.mir.3065,hsa.mir.3074,hsa.mir.30a,hsa.mir.30b,hsa.mir.30c.1,hsa.mir.30c.2,hsa.mir.30d,hsa.mir.30e,hsa.mir.32,hsa.mir.320a,hsa.mir.324,hsa.mir.326,hsa.mir.328,hsa.mir.330,hsa.mir.331,hsa.mir.335,hsa.mir.337,hsa.mir.338,hsa.mir.339,hsa.mir.33a,hsa.mir.33b,hsa.mir.340,hsa.mir.342,hsa.mir.345,hsa.mir.34a,hsa.mir.3607,hsa.mir.361,hsa.mir.3613,hsa.mir.3615,hsa.mir.362,hsa.mir.363,hsa.mir.3653,hsa.mir.365a,hsa.mir.365b,hsa.mir.3677,hsa.mir.369,hsa.mir.370,hsa.mir.374a,hsa.mir.374b,hsa.mir.375,hsa.mir.376c,hsa.mir.378a,hsa.mir.378c,hsa.mir.379,hsa.mir.381,hsa.mir.382,hsa.mir.409,hsa.mir.410,hsa.mir.411,hsa.mir.412,hsa.mir.421,hsa.mir.423,hsa.mir.424,hsa.mir.425,hsa.mir.429,hsa.mir.431,hsa.mir.432,hsa.mir.4326,hsa.mir.450a.1,hsa.mir.450a.2,hsa.mir.450b,hsa.mir.451a,hsa.mir.452,hsa.mir.454,hsa.mir.455,hsa.mir.4661,hsa.mir.4662a,hsa.mir.4677,hsa.mir.4772,hsa.mir.483,hsa.mir.484,hsa.mir.485,hsa.mir.486.1,hsa.mir.486.2,hsa.mir.487b,hsa.mir.493,hsa.mir.495,hsa.mir.497,hsa.mir.500a,hsa.mir.500b,hsa.mir.501,hsa.mir.502,hsa.mir.503,hsa.mir.505,hsa.mir.511,hsa.mir.532,hsa.mir.539,hsa.mir.542,hsa.mir.5589,hsa.mir.574,hsa.mir.576,hsa.mir.582,hsa.mir.584,hsa.mir.589,hsa.mir.590,hsa.mir.598,hsa.mir.616,hsa.mir.618,hsa.mir.625,hsa.mir.628,hsa.mir.629,hsa.mir.651,hsa.mir.652,hsa.mir.653,hsa.mir.654,hsa.mir.660,hsa.mir.664a,hsa.mir.664b,hsa.mir.671,hsa.mir.6715a,hsa.mir.675,hsa.mir.7.1,hsa.mir.708,hsa.mir.744,hsa.mir.758,hsa.mir.766,hsa.mir.769,hsa.mir.874,hsa.mir.885,hsa.mir.889,hsa.mir.9.1,hsa.mir.9.2,hsa.mir.9.3,hsa.mir.92a.1,hsa.mir.92a.2,hsa.mir.92b,hsa.mir.93,hsa.mir.942,hsa.mir.95,hsa.mir.96,hsa.mir.98,hsa.mir.99a,hsa.mir.99b,samples,groups
47084,46299,46787,56919,24254,1689,2966,18792,19332,3974,1204,47230,181144,182236,47919,48299,60,1688,640,123640,9647,34,215583,108,2858,3971,4298,34467,8,3,5443,560,335,133,182,41,14,42,6187,641,199,279,1992,414,2414,5673,62,11387,281213,1739,15532,136,308,2555,897338,742,46,1856,8313,2095,73,51,604,1031,880,1015,987,6517,2720,5558,300,336,120,14,3876,830,403,1439,12,65,2888,269488,4776,1264,50285,56029,292,58,1671,37,9755,15332,16439,224,685,549,603,728,305,6612,141,3145,57,355503,2782,179,579,105,62,4553,81,59,34,1353608,174,47,1531,64,245,6277,11419,3366,3080,36486,7837,8167,9431,2907,20950,27852,49562,1830,2072,22506,32,314,18,168509,4126,2612,3058,43727,141499,314,1633,181,57,262,34,162,415,342,1756,155,427,85,206,354,110,752,322,2178,70,23,101,29,33,645,637,8,108,72,6231,452,54656,77,13113,216,6088,526,119,94,55,89,33,8,714,2026,546,96,42,44,15,46,48,129,10157,99,19,10446,11,445,59,55,798,391,29,1064,999,35,97,62,181,840,23,113,49,35,775,131,4173,33,2218,226,1338,86,1480,240,237,100,73,50,27,221,81,188,28,69,29,343,246,230,34,16,91,4220,93,39,255,213,45,88,236,2983,141,217,155,158,64883,57960,52,15341,10,18,3,197,11171,43663,TCGA.EP.A3RK,NO
12755,12596,12723,10496,1633,843,1222,5505,5641,1291,986,7485,24353,24450,26145,26205,26,1154,253,26014,77081,93,59565,4,618,513,585,23507,0,364,1022,349,191,34,85,40,27,29,6045,84,473,364,309,46,214,6190,10,22709,102685,236,3516,21,527,4324,488817,490,39,4812,6539,887,35,10,2557,596,734,666,775,1511,2646,2714,278,266,68,8,11133,4310,341,651,22,42,1169,42886,790,685,6975,7757,74,38,1595,43,1184,1799,1986,69,123,146,21,21,78,482,342,678,46,974300,450,28,59,239,211,15225,23,26,5,561125,373,98,587,780,187,5135,1787,1315,1273,29692,2341,2346,2219,2547,2831,10541,23179,1262,1283,11429,20,26,19,25042,926,425,426,11353,28078,266,859,139,24,129,62,77,95,39,1275,118,118,8,71,619,54,856,136,1757,49,26,111,21,27,288,282,20,11,15,3989,428,371,17,3059,24,868,56,22,54,12,9,14,14,520,342,378,4,22,14,17,12,12,29,1560,735,17,1323,18,67,56,53,3,278,4,193,176,8,36,8,58,1443,16,219,43,33,264,272,8227,9,625,44,296,48,1720,206,343,55,85,30,22,542,19,289,20,96,34,54,371,156,7,7,48,129,47,40,113,31,79,80,78,474,21,150,160,162,13798,12284,53,16040,29,44,38,77,928,23890,TCGA.EP.A3RK,NO
90086,89741,90322,87374,23352,2956,7785,71807,73638,8407,2640,36699,76065,77287,49829,50245,37,2083,506,172468,49661,62,117116,139,3428,3354,3516,57596,25,537,7427,590,394,214,104,18,41,70,9002,594,372,681,2875,253,1165,11159,51,34744,669230,1189,22478,40,779,12773,464890,1171,79,9826,18527,3902,86,41,2811,1160,1779,2000,1983,3792,3893,8890,817,747,228,51,4166,1034,663,1925,18,93,4907,232026,3444,1841,45199,48731,473,61,2235,33,9595,15087,16960,103,519,427,395,345,276,2946,156,1801,37,1583343,820,381,807,1163,624,46312,199,215,35,862863,723,168,3599,792,300,14332,10240,6403,6241,39818,12373,12589,13591,7439,19672,33672,102468,4004,4115,14290,52,126,18,235817,6105,2378,3079,54242,111303,445,1842,213,39,206,80,175,849,336,1334,264,461,147,338,1099,211,2231,1301,2632,155,30,93,19,81,664,657,17,160,79,11531,656,16473,100,11186,143,6091,342,144,183,117,81,8,14,957,2890,780,79,83,76,0,39,55,92,6784,1503,29,6343,20,232,85,149,76,419,48,366,359,49,190,47,251,1340,39,241,52,47,750,137,5455,66,2366,96,1118,59,1927,319,268,189,130,24,21,358,109,516,25,94,59,363,268,178,50,39,137,731,89,102,270,201,87,113,240,1475,154,205,214,181,39616,36441,188,13170,21,47,3,481,4967,100352,TCGA.G3.A25V,NO
43954,43511,43477,21199,10809,4580,894,33826,34999,6538,1194,954,52562,53770,71088,71421,55,4014,685,17005,31942,78,49873,201,299,788,895,21510,77,14306,571,473,280,114,336,24,89,50,9338,116,409,375,212,54,195,5653,33,11591,116110,197,1085,44,239,7033,490706,1102,52,731,8516,577,29,3,2660,1382,2422,1940,1979,12981,2281,8657,803,735,72,16,280140,91051,365,2513,20,121,2481,387518,4171,2738,34480,40346,122,229,2461,34,269,474,594,887,1543,1368,192,194,220,594,171,7155,80,854330,18054,9,466,2002,4586,99360,88,64,31,169087,1010,348,407,6507,84,3631,7574,2935,2907,65116,4673,4864,4972,1530,14624,39779,24511,1326,1363,3139,83,53,81,45928,3792,2672,2660,72703,167912,326,1808,175,13,200,78,185,463,27,683,422,203,27,361,703,210,904,80,2501,189,22,81,23,15,1743,1721,28,18,12,6394,372,858,4,4724,53,737,60,11,34,12,10,15,20,1249,241,676,19,5,6,19,5,14,49,462,12062,44,5637,52,323,89,53,1,353,5,47,48,1,13,11,98,2087,51,315,56,83,535,31,5942,8,639,25,1052,313,991,124,633,201,82,76,15,450,101,846,53,97,180,22,297,190,33,41,14,11253,122,25,189,8,50,90,22,1524,26,272,222,244,94328,85955,16,45128,58,25,401,290,3180,13002,TCGA.BC.A8YO,YES
72602,72091,73093,24593,9103,4886,2180,51787,54846,8047,1089,92229,38909,39239,130721,130506,52,3389,1484,27091,16805,92,161171,4141,517,1467,1534,32848,15,6,942,2342,1000,43,68,64,44,62,9229,447,102,285,388,101,1252,4661,23,4107,161092,5288,2392,137,217,50250,444681,1727,33,686,30185,2345,13,7,437,924,1656,1015,991,4696,1728,3777,196,196,57,7,45612,15100,783,2071,26,54,5056,437526,3015,375,133277,147385,86,208,2126,35,640,931,1015,339,649,619,196,264,297,4469,118,2051,115,872635,415,28,569,421,511,23097,25,26,26,424449,467,67,577,28,83,4935,17294,8652,8406,48133,5894,6003,7618,2160,23664,9606,32497,1641,1649,10035,52,154,34,82711,11095,2012,2090,218963,70439,1649,1929,196,11,66,37,137,599,76,4289,72,150,9,390,262,68,1374,87,3518,46,20,185,77,17,1166,1164,8,34,18,6570,538,10168,16,16327,220,1414,112,37,71,39,27,19,23,1067,348,2281,72,14,10,19,20,19,91,11724,124,56,11796,20,668,135,33,1623,124,20,1111,1039,9,21,24,42,2371,58,319,135,110,3480,56,14481,8,1368,114,936,64,930,422,527,81,133,29,123,234,79,161,32,112,20,79,830,466,13,14,262,282,42,9,273,41,27,121,38,4397,58,3254,3236,3273,30609,25315,52,27637,33,11,92,536,3014,20340,TCGA.CC.A9FS,NO
17269,17071,16865,5292,2916,963,2589,15341,17340,1550,270,1291,18360,18705,37963,38124,16,793,338,12298,2654,25,33446,10,995,269,297,9996,1,2991,233,187,91,4,145,1,7,14,2753,21,26,105,89,15,389,5022,6,426,37105,365,861,84,12,1784,392843,440,29,85,4382,838,7,0,95,339,1712,500,517,3964,595,1357,89,82,19,2,18774,4548,138,581,7,37,1113,51821,608,846,7857,8943,27,20,748,10,144,211,211,165,418,369,53,66,48,340,264,2887,17,416807,374,4,94,0,0,22,4,5,10,319161,77,30,128,589,50,1706,2574,846,775,19877,1655,1547,1677,422,1943,11620,11179,490,532,2866,21,33,31,43075,979,1053,1139,22621,43941,238,1000,50,2,63,6,29,166,14,347,67,52,0,71,83,8,1433,49,1801,18,14,71,6,24,910,905,6,5,8,3345,100,1146,1,5323,40,244,22,4,9,4,0,2,9,564,70,131,7,6,3,6,3,2,14,623,638,20,1761,12,420,72,9,2,121,2,92,82,0,5,4,25,1428,11,66,19,17,99,10,5338,6,213,10,327,20,244,84,277,34,13,27,25,24,24,256,0,3,4,9,469,238,6,15,118,27,64,0,97,6,5,98,13,192,9,731,754,797,47727,34309,22,20304,20,4,20,77,1171,50922,TCGA.UB.A7MC,NO
135138,135129,136054,70739,17701,6127,15206,119756,121445,12219,4277,79246,89524,90838,134049,134782,62,5239,3115,283317,73052,317,56695,88,3496,2472,2792,40507,31,9,5322,1647,1239,254,37,39,165,87,13016,836,623,1496,1381,395,917,27766,50,32776,1565237,604,14246,56,3453,32871,320584,1926,146,18914,50391,5468,106,68,4666,1892,2560,1891,1793,9774,7280,9360,1180,1039,600,88,54509,27344,1923,2244,99,256,3918,189501,3079,1052,34380,37804,584,286,2457,92,16282,26219,31406,422,803,805,377,600,262,9282,150,3779,69,3914508,604,428,560,23,7,462,397,378,27,972197,1548,274,2779,1139,333,33505,20422,17582,17437,52937,14882,15093,7916,20110,37064,22130,103304,4321,4454,26677,91,249,51,148970,6668,2007,2119,98821,80030,652,3176,354,51,208,177,250,793,206,2509,398,574,61,638,2566,85,3127,180,5016,136,59,352,42,31,1136,1125,62,88,55,6417,847,5907,85,24389,228,5646,472,158,158,112,89,50,93,1263,1270,1734,106,44,39,43,53,54,149,2098,2237,55,3907,53,237,132,287,16,772,39,269,277,50,170,64,262,2369,91,579,175,116,675,302,16182,48,3560,29,702,79,1065,488,942,183,270,33,50,1416,74,932,25,186,104,295,1019,369,56,26,82,1039,92,450,434,119,176,275,190,747,176,675,643,667,46873,43476,254,33386,67,119,107,1372,7115,125063,TCGA.GJ.A3OU,YES
78650,78030,78891,80560,49625,3031,3560,44570,45448,8334,1874,51889,231040,231387,44386,44609,67,2373,773,160101,3816,39,275321,356,2436,3847,4282,69752,15,4,5602,598,452,97,178,46,42,93,6888,871,402,245,2567,344,3293,6001,24,13989,386667,3297,10792,145,477,4964,1151047,1296,74,1684,13547,5965,105,54,630,832,2006,2671,2694,3889,1857,6104,361,300,143,35,7740,2324,434,1996,20,50,6433,435288,4148,1213,77581,82438,754,38,2539,42,6092,10197,12932,138,443,376,411,453,148,10616,166,1310,31,288593,2207,213,3178,57,31,1167,93,78,28,1132126,220,42,1746,86,204,8905,21530,9117,7938,32724,17583,17538,26469,5229,52728,27674,93703,2039,2025,34445,27,259,24,219382,7467,2895,3370,37533,258441,611,2140,145,99,274,59,253,710,371,677,154,627,396,452,511,232,479,2817,2483,148,43,65,53,83,1036,1037,15,211,78,11259,879,14463,148,25048,426,11481,472,129,154,121,197,45,26,595,6494,863,129,47,45,7,96,99,197,18997,481,19,12291,3,1155,65,71,1027,378,31,994,1081,53,80,68,246,622,25,111,56,46,1309,240,2855,37,4178,430,1409,139,1543,227,90,166,125,34,29,152,139,386,29,73,31,404,186,169,44,23,104,3604,158,25,366,198,54,117,223,2422,174,100,109,102,37844,35753,35,8093,15,30,10,507,13457,51716,TCGA.BC.A110,YES
221297,220996,221567,236012,85801,4599,19371,149299,150852,10805,5194,127819,156823,158630,105439,104854,34,4060,995,487574,64035,99,144748,770,5479,6152,6605,40454,25,10,21111,869,628,259,147,40,40,55,6863,808,307,875,9756,566,2932,16768,54,15725,2719316,2517,24803,189,1019,14072,697658,1348,152,8541,23790,7778,180,128,2734,991,1921,1936,1870,4290,5445,14373,1156,1094,590,126,36826,10993,907,2223,17,43,3665,225080,5971,633,62146,66709,1602,63,2099,63,19645,33207,40427,131,488,441,591,767,463,9165,524,1391,25,1704564,484,646,767,287,151,9619,394,469,29,1492869,961,166,4567,344,374,21384,17401,12537,12186,86393,22153,22306,16860,11978,39140,54471,142001,1659,1813,33506,36,172,25,360616,6155,2913,3974,70995,233288,456,3782,201,98,401,215,175,1042,973,957,185,168,44,592,1211,102,1687,90,4221,190,55,118,46,25,1208,1209,28,481,178,21237,1112,14993,217,15385,210,31054,1092,473,498,422,367,212,48,927,5773,1119,163,155,167,18,116,131,360,11307,1521,34,3073,7,1288,92,132,410,605,112,1083,1047,126,449,210,406,1912,35,294,113,56,847,240,6843,116,12106,57,1320,96,2947,729,222,141,228,15,28,822,116,815,42,186,80,725,343,380,62,31,54,1788,150,172,311,632,71,166,251,1114,383,304,306,296,49825,45952,193,16695,32,57,25,886,13618,190032,TCGA.BC.A110,YES
25796,25661,25500,43693,20132,1639,1136,8188,8423,2407,746,40253,97105,98437,25400,25258,23,1177,337,78566,5207,37,201669,160,2189,3926,4243,18269,7,3,1982,292,172,77,154,21,14,33,4532,410,159,131,852,179,1634,3706,33,6920,117058,528,9180,208,262,1674,721103,460,38,2388,5599,1683,18,35,352,681,408,711,698,3851,1986,4159,228,242,93,18,1263,335,235,810,6,31,1544,241662,3275,1055,38579,42467,224,23,1440,29,4975,7920,8998,125,376,324,446,378,127,3956,212,1793,30,161133,1999,91,478,4,4,121,28,25,22,922239,161,49,822,29,142,4249,8566,2321,2101,21974,4947,4867,5801,1748,13542,20893,27636,754,774,10476,15,205,25,108095,3649,1867,2208,33390,103714,127,958,97,26,254,18,120,377,108,827,98,133,67,122,300,115,637,193,1626,51,14,87,15,39,501,496,1,37,47,3194,284,36437,31,10363,160,2172,113,55,60,20,26,2,12,447,671,301,62,18,23,3,34,27,72,4188,55,16,7585,4,422,40,37,541,214,8,648,700,14,22,18,141,604,15,74,18,15,695,62,2823,24,1088,216,1101,88,581,170,132,78,62,54,19,136,37,346,28,42,10,133,133,149,19,17,90,2043,52,43,172,79,51,48,93,2483,55,156,159,135,50772,46172,41,9974,11,12,0,120,8713,36293,TCGA.DD.A3A6,NO
76751,76403,76851,42978,57249,6041,14998,59287,60006,6109,9450,168462,67103,67719,110435,111062,245,3152,2843,213945,148902,242,265,3,7754,10304,11148,78071,12,2,520,1042,730,590,5,31,71,35,20490,850,121,1020,107,11,3318,31213,16,15949,3250189,2772,52722,34,699,2889,126420,1092,111,4737,14288,5303,59,6,1918,3881,2525,4063,4176,3013,8018,11194,803,637,900,57,3985,909,952,1551,54,109,4495,1498,1701,1051,577,623,888,118,3510,69,6516,10526,11874,110,269,288,12,16,93,2223,4468,1279,467,479903,239,276,140,8,5,162,317,306,16,1710214,1159,303,3955,350,303,24727,9966,13059,12898,48883,8353,8260,7373,15903,20907,18754,61692,2080,2807,47539,121,2551,32,416810,5930,5498,6752,30849,153982,501,3144,714,156,510,347,354,898,10,3539,338,108,12,378,1286,74,11386,332,3691,347,24,370,311,46,513,511,40,9,2,10094,832,107,12,31290,319,518,33,13,16,12,3,0,36,991,2907,726,2,10,9,15,117,103,172,20323,1381,68,1536,7,590,45,65,21,549,4,1364,1399,3,11,13,583,2724,67,588,134,93,341,590,10351,4,5373,1,439,41,1784,633,436,129,349,11,2,419,63,258,18,197,128,26,672,286,51,22,7,67,115,448,198,14,49,162,218,25,29,283,265,282,21725,20382,165,22234,33,29,3,541,24932,379985,TCGA.DD.A3A6,NO
30775,30698,30646,45480,20750,2013,2072,10178,10652,3365,1235,34229,166597,167354,42281,42511,51,1475,481,131419,7883,35,208210,481,2216,3662,3849,39472,4,75,4320,337,219,74,200,50,21,45,5488,544,82,206,1925,307,2349,5957,89,14362,269733,1780,14758,187,342,2388,840888,692,44,3184,7078,2001,43,47,958,966,905,1177,1167,5653,2339,5880,312,308,149,22,3169,714,307,1235,14,52,3065,261051,2732,1215,43022,47224,325,53,2415,18,7520,11700,12069,198,718,650,355,323,412,8190,222,2690,67,258474,1937,163,630,16,10,507,65,58,43,944482,180,55,1086,66,272,7093,10176,3783,3492,40525,8552,8575,12815,3613,21962,26737,72734,2347,2563,25211,15,138,22,136114,4754,2261,2582,33709,163015,346,1880,156,63,217,35,148,461,327,1672,185,267,51,176,493,133,831,431,2105,88,30,75,60,42,661,656,12,89,63,5628,452,43697,57,7076,120,6540,320,90,156,74,79,3,8,570,1645,660,45,56,59,5,54,52,107,9235,126,19,11666,23,737,62,29,746,316,24,728,745,44,69,57,212,820,11,140,45,43,761,185,2519,34,2023,223,1290,147,1891,264,229,126,69,36,18,104,91,316,25,81,26,410,178,166,42,25,45,4755,97,59,237,194,44,59,302,3227,121,433,405,411,66066,59432,64,13405,15,31,3,148,9248,57008,TCGA.FV.A3I1,NO
44411,44620,44557,27381,2540,1589,8713,40826,43587,5387,1404,5165,14433,14761,31298,31191,78,2329,223,311496,7795,69,32431,4,2236,565,583,14692,26,2615,1434,218,116,75,83,11,48,24,4868,462,70,253,599,118,114,5004,35,3362,289239,332,7348,6,864,1219,109127,528,20,1145,5937,731,10,20,330,1049,2005,1647,1638,6832,2397,5741,394,409,469,109,16809,3345,424,666,4,147,3645,76935,3267,512,7901,9618,150,1034,935,6,2558,3884,4198,457,1248,1168,445,575,132,210,71,5536,91,1829511,818,93,316,129,185,10088,39,49,19,445641,654,208,2566,376,141,8135,3010,2897,2766,39277,9561,9889,3461,4448,5106,17524,10097,345,376,2136,27,11,14,183187,6216,2343,2678,46561,36253,223,2433,105,4,62,39,107,271,81,1168,168,31,11,221,434,27,1245,42,2580,62,39,92,51,41,387,386,2,45,30,4272,246,11415,47,2890,35,1808,171,88,81,39,14,8,19,1257,1231,708,31,23,43,9,95,98,143,1050,385,100,1181,75,173,60,16,224,296,9,160,140,24,58,29,41,810,21,85,24,107,111,6,3793,27,1924,57,1086,74,601,80,216,79,96,86,17,862,29,806,7,30,18,53,289,119,10,11,34,24,91,56,88,25,31,32,43,643,46,6520,6675,6605,82334,63953,147,23518,38,56,38,192,482,56660,TCGA.UB.A7MA,NO
48640,48663,49031,40378,12993,1791,5041,17738,18039,3067,1331,27087,58204,58553,61158,61730,68,2329,846,72696,21907,67,96648,157,2044,2235,2490,38393,10,1626,7712,781,514,235,71,35,50,58,10055,615,324,516,2328,186,715,10556,16,6779,372803,205,9098,71,216,5713,353961,913,68,2116,17006,3209,44,44,1063,887,864,813,763,3971,4529,10976,789,799,268,60,27387,11854,624,1534,34,71,2530,173472,3291,2236,45755,50092,215,12,1761,24,7626,12024,13406,91,310,282,860,766,122,9022,105,1719,68,1136765,825,188,312,61,37,2177,148,129,36,1153664,463,125,1177,769,295,12529,14664,5775,5785,34124,4664,4797,3829,6326,22729,16525,40933,1482,1582,13551,27,94,18,120242,4252,1671,1970,67436,62592,199,2569,375,24,186,82,269,259,192,1372,263,234,58,112,598,91,1307,326,2605,39,88,136,17,30,753,753,16,75,101,2300,343,12802,72,6550,82,4737,385,166,279,138,66,73,16,772,1001,624,121,87,61,10,56,48,74,1076,951,23,8217,13,94,80,37,19,886,37,131,144,28,137,51,189,1381,40,288,90,73,617,75,8146,37,2350,151,1128,58,801,389,425,53,73,18,38,342,61,322,19,88,86,367,420,327,30,39,70,204,60,138,440,193,103,120,221,2844,108,79,75,60,25151,22789,154,22196,9,29,37,203,5929,68867,TCGA.BD.A3ER,NO
39231,39111,39492,20887,3330,2248,3244,42041,42965,5230,1787,508,25844,25932,34565,35076,38,2180,266,27604,64741,33,37544,4,729,247,349,30856,19,5,3610,441,333,29,30,12,76,39,8231,240,248,878,1449,97,305,8126,26,25519,353345,252,5071,16,689,12201,131737,642,159,2375,11465,1174,46,23,5299,983,1295,2038,1950,3172,2900,3529,470,401,63,14,39698,10887,428,1346,15,44,2207,104544,1971,469,12718,13896,104,58,2709,63,873,1429,1610,105,292,268,28,26,151,704,19,1403,43,1283325,525,29,600,356,423,15535,44,46,20,332256,349,94,1430,33,294,6611,1260,2762,2714,38092,4799,4810,5865,2901,2892,16451,30926,1102,1123,4017,27,71,43,60259,1590,447,595,24428,39377,183,880,98,53,144,139,89,402,124,1974,304,182,26,246,873,87,723,1270,1882,110,48,64,23,39,240,237,30,49,71,5686,303,18475,14,8955,78,4611,277,70,117,74,49,9,20,768,1050,578,3,68,51,24,16,12,63,761,133,31,1809,41,46,127,78,12,355,11,69,83,26,49,32,44,1125,40,212,46,50,277,134,4167,50,1323,17,164,40,2748,110,361,123,106,19,21,1343,52,663,27,86,24,109,163,50,7,22,11,240,117,108,125,75,82,64,112,719,104,281,289,318,45000,40212,50,14945,59,4,71,224,979,44032,TCGA.G3.A25W,YES
41938,41873,42262,23028,10210,1094,3148,24947,25679,2455,797,22580,27804,28189,54375,54252,32,872,381,58462,25649,10,55100,11,1280,1071,1188,13085,6,25,1013,711,259,31,26,4,18,11,3712,160,48,153,430,77,796,4217,7,3030,99932,465,4180,34,117,6404,266222,270,6,696,2791,522,80,12,356,754,375,342,330,2503,1510,2784,237,246,64,20,2277,496,193,679,3,24,1542,73834,3056,393,22390,26540,73,12,526,9,3161,4206,3439,105,283,258,102,135,100,1673,37,1611,26,370017,347,51,37,139,118,7668,27,39,13,561872,94,34,386,270,58,2711,7507,1496,1494,27271,1406,1496,1483,820,6094,11305,16758,1341,1446,6456,7,239,8,95099,504,1090,1325,18409,32680,30,1456,59,5,106,18,17,246,73,897,73,12,0,128,320,14,650,97,1738,16,9,62,7,23,367,365,1,23,18,3589,143,3180,10,2948,34,962,59,40,87,23,16,4,9,477,249,390,15,30,41,0,15,11,65,947,260,13,2793,5,214,20,20,32,151,13,131,81,15,39,27,42,805,17,108,13,52,331,18,2068,13,973,58,236,47,327,184,163,38,25,14,6,123,25,83,4,41,12,21,184,393,15,33,299,239,22,16,59,33,31,25,83,397,41,66,78,79,20768,17994,36,19948,7,8,7,121,2576,23918,TCGA.DD.A4NV,YES
67766,68238,68193,30121,2619,4277,19444,64344,65592,6301,4269,19605,36751,37164,80123,80093,29,4832,590,129672,17115,293,387,14,8115,1202,1229,18318,146,14,3601,563,434,198,3,16,188,53,17342,195,131,1721,862,110,230,5748,17,5318,611425,274,7035,20,344,2386,62778,1225,327,652,23799,952,67,22,991,1158,4515,2372,2578,3357,7050,34825,1534,1512,535,142,513429,219309,714,1382,12,37,3726,187389,2681,255,42979,45253,192,18,2696,91,3684,5632,5991,67,268,238,9172,10153,223,29036,11,1532,17,4900853,6666,138,1024,4,2,121,153,135,6,618999,682,178,1018,159,784,19716,19474,13731,13078,130052,9806,9559,13437,12337,38170,44282,163202,2242,2232,5825,60,1318,31,1288230,5976,5215,6562,154638,152379,367,4419,241,43,124,190,378,2845,173,17531,539,137,48,492,474,90,8014,189,3802,68,50,108,21,21,455,454,90,59,27,15320,908,13384,48,1462,17,5880,327,64,173,114,61,47,57,2162,1171,1839,1525,75,31,29,13,20,61,1379,319,107,3909,13,52,106,15,346,622,14,130,133,24,60,49,51,1263,13,139,20,29,181,24,2096,74,1323,0,367,64,609,92,1100,128,421,20,9,376,110,328,32,122,58,118,143,268,31,55,0,23,162,176,342,107,45,234,38,471,119,1774,1788,1848,36936,33433,94,41678,11,18,385,657,632,421565,TCGA.BC.A10Q,YES
